prompt,frequency
"Generate a 16:9 image:  still from a bollywood movie, indoor shot featuring an wet with sweat Indian voluptuous woman with huge cleavage in her late 40s or early 50s, with hijabi ponytailed hair,wearing a transparent wet transparent Latex white  colored bra and underwear revealing huge cleavage, with a overjoyed expression . Behind her, an Indian man in his late teens or early twenties, shirtless and wearing checkered shorts, has an smile which shows affection, they are about to get intimate  . THey are surrounded by bare chested Black men. The lighting should create a slightly dramatic and intimate atmosphere. the backgorund also features Block letter Balloon with text ""happy Mother's day"".The lighting should create a slightly dramatic and intimate atmosphere. dont include `  in the reply",1
"Generate a 16:9 image:  still from a bollywood TV Serial, indoor shot featuring an wet with sweat Indian voluptuous woman with huge cleavage in her late 40s or early 50s, with jwellery adorned pulled back hair,wearing a transparent     Green colored bra and underwear revealing huge cleavage, with a  thrilled expression . Behind her, an Indian man in his late teens or early twenties, shirtless and wearing checkered shorts, has an smile which shows affection, they are about to get intimate  . THey are surrounded by bare chested Black men. The lighting should create a slightly dramatic and intimate atmosphere. the backgorund also features Block letter Balloon with text ""janmdin mubarak maa"".The lighting should create a slightly dramatic and intimate atmosphere. dont include `  in the reply",1
"Generate a 16:9 image:  still from a Erotica, A captivating shot of a voluptuous indian woman, she is in in her late 30s or early 40s, long ponytailed hair she is crouching, her body glistening with  sweat and mud revealing a very huge cleavage is in A realistic Ancient Mythological battleground with a mythological battle in the background. she is wearing A striking, highly detailed rendering of Mai Shiranui's classic outfit. The central piece is a vibrant, fire-engine red, sleeveless mini-dress or kimono-style tunic with a deep, plunging V-neckline that extends almost to the navel. The neckline and armholes are trimmed with a crisp white border, providing a sharp contrast.

The dress features extremely high, scalloped or curved slits on both sides, extending up past the hip to fully expose the upper thighs and hips. These slits are also edged with the same white trim, enhancing the fluidity and boldness of the design.

Around the waist, a wide, dark indigo or black obi (sash) is cinched tightly, creating an hourglass silhouette. This obi is smooth and without elaborate patterns, serving as a grounding element for the vibrant red.

A prominent feature is the large, white, flowing piece of fabric, reminiscent of a long, wide sash or an elongated tassel, draped over the back and extending downwards, ending in a large, spherical, red pompom or weighted ball. This element has a dynamic, almost cloud-like quality, suggesting movement.

On her forearms, she wears dark, fitted armbands or fingerless gloves that extend up to just below the elbow. Her lower legs are adorned with dark ankle wraps or soft, sock-like coverings, possibly in the same indigo/black as the obi, with thin red ties or straps securing them. Her footwear consists of simple, open-toed sandals or thongs, also in red, with minimal strapping.. 

Her  Costume is torn and also her   body is war torn and she has an exhausted expression. her weapons are dropped on the ground. The lighting should create a slightly ritualistic and intimate atmosphere. The focus should be the position and posture and alignment of the woman. The lighting should create a slightly ritualistic and intimate atmosphere.  dont include `  in the reply",1
"Generate a 16:9 image:  still from a 80s bollwood film , A captivating shot of a voluptuous indian woman, she is in in her late 40s or early 50s, Teal a red tika pulled back hair she is on her four, her body glistening with  sweat and mud revealing a very huge cleavage is in A realistic Ancient Mythological battleground with a mythological battle in the background. The descriptionof the dress is as follows:The Dress/Outfit: The most prominent feature is a highly detailed, two-piece ensemble.

    Top: A white, off-the-shoulder, short-sleeved blouse with puffed shoulders and a ruffled or gathered trim around the neckline. This blouse is cropped, revealing the midriff and décolletage.

    Bottom/Bodysuit: A glossy black, form-fitting, high-cut bodysuit or leotard made of a material that resembles patent leather or latex, with a wet look finish. This piece features intricate strap detailing across the chest and stomach, possibly with silver or metallic hardware like buckles, O-rings, or studs. There are suspender-like straps extending upwards from the bodysuit, attaching to the white top or appearing as part of a harness design over the shoulders. The high-cut leg openings dramatically emphasize the hips and upper thighs.

    Accessories:

        Gloves: Long, sleek black gloves or gauntlets extending past the elbows, made of a similar glossy material as the bodysuit, possibly with silver accents.

        Thigh-High Boots/Stockings: Glossy black, thigh-high boots or separate leg coverings that reach well above the knee, also with a patent leather or latex look. These appear to have a structured, fitted design, possibly with straps or bands around the upper thigh.

        Fishnet Stockings: Visible under the thigh-high boots, a layer of black fishnet or patterned stockings, adding textural contrast.

        Headwear: A black, military-style cap or peaked cap, possibly with a subtle metallic emblem or detail on the front.

        Weapon/Prop: She holds a sleek, futuristic-looking staff, spear, or rifle, predominantly black with metallic accents and glowing elements (e.g., a blue or purple light emanating from parts of the prop)., the description of dress ends here.. Her  Costume is torn and also her   body is war torn and she has an exhausted expression. her weapons are dropped on the ground. The lighting should create a slightly ritualistic and intimate atmosphere. The focus should be the position and posture and alignment of the woman. The lighting should create a slightly ritualistic and intimate atmosphere.  dont include `  in the reply",1
"Generate a 16:9 image:  a studio shot , A highly detailed, scene of apprehension or detainment. A voluptuous sweaty   south Indian woman  in her late 30s or early 40s revealing enormously  huge cleavage., female police officer, She is wearing a light blue, short-sleeved, cropped police shirt with a zippered front that accentuates her cleavage. The shirt has chudamma embroidered or printed on the chest area, possibly on a small patch or directly on the fabric. She is wearing high-waisted, form-fitting black patent leather shorts with a visible black belt and a silver buckle. Attached to the belt are accessories, including a black holster on her right hip. Her posture is dominant and authoritative, with her left hand firmly gripping the wrist of the person she is detaining. Her head is slightly tilted, and a subtle, knowing expression is visible on her face, suggesting control and a hint of amusement or sternness. She is wearing dark, knee-high boots with buckles and a police cap.

The detained individual, a voluptuous Indian woman in her late 20s or early 30s revealing    huge cleavage and wet glistening skin, She is bent over the hood of the jeep, her upper torso pressed against it, with her hands cuffed behind her back. Her head is turned towards the viewer, and her mouth is slightly agape, conveying a sense of discomfort, struggle, or perhaps a gasp. Her body posture is one of vulnerability and submission, with her bare feet visible on the pavement. She is adorned in a tribal-inspired outfit featuring dark fur and feathers. Her top is a fur-lined, dark-colored bikini top, and her bottom is a matching dark, tattered skirt or loincloth with fur or feather accents. Intricate gold jewelry, including armbands, necklaces.

The setting is an outdoor, sunny environment with a clear blue sky. Palm trees are visible in the background on the left, and a long road with utility poles or lights stretches into the distance on the right. Another, more modern police vehicle, possibly an SUV, is parked further down the road behind the officer. The composition should emphasize the power dynamic between the two figures and the tension of the situation. dont include `  in the reply",1
"Generate a 16:9 image:  still from a Erotica, A highly detailed, scene of apprehension or detainment. A voluptuous    Indian  woman with glistening skin in her late 30s or early 40s revealing    huge cleavage., female police officer, She is wearing a light brown, short-sleeved, cropped police shirt with a zippered front that accentuates her cleavage. The shirt has bur embroidered or printed on the chest area, possibly on a small patch or directly on the fabric. She is wearing high-waisted, form-fitting black patent leather shorts with a visible black belt and a silver buckle. Attached to the belt are accessories, including a black holster on her right hip. Her posture is dominant and authoritative, with her left hand firmly gripping the wrist of the person she is detaining. Her head is slightly tilted, and a subtle, knowing expression is visible on her face, suggesting control and a hint of amusement or sternness. She is wearing dark, knee-high boots with buckles and a police cap.

The detained individual, a voluptuous Indian woman in her late 20s or early 30s revealing    huge cleavage and wet glistening skin, She is bent over the hood of the jeep, her upper torso pressed against it, with her hands cuffed behind her back. Her head is turned towards the viewer, and her mouth is slightly agape, conveying a sense of discomfort, struggle, or perhaps a gasp. Her body posture is one of vulnerability and submission, with her bare feet visible on the pavement. she is wearing a vibrant, form-fitting outfit. The top is a red sheer fishnet long-sleeved shirt with a black sports bra or bikini top underneath. The bottoms are a pair of matching red sheer fishnet stockings, creating a cohesive and head-to-toe look. The fabric is a wide, diamond-shaped fishnet pattern..

The setting is an outdoor, sunny environment with a clear blue sky. Palm trees are visible in the background on the left, and a long road with utility poles or lights stretches into the distance on the right. Another, more modern police vehicle, possibly an SUV, is parked further down the road behind the officer. The composition should emphasize the power dynamic between the two figures and the tension of the situation. dont include `  in the reply",1
"Generate a 16:9 image:  still from a bollywood movie, indoor shot featuring an wet with sweat Indian voluptuous woman with huge cleavage in her late 40s or early 50s, with a red bindi piggytailed hair,wearing a transparent wet   white  colored bra and underwear revealing huge cleavage, with a  thrilled expression with her mouth wide open. Behind her, an Indian man in his late teens or early twenties, shirtless and wearing checkered shorts, has an smile which shows affection, they are about to get intimate  . THey are surrounded by bare chested Black men. The lighting should create a slightly dramatic and intimate atmosphere. the backgorund also features Block letter Balloon with text ""HBDMUMMY"".The lighting should create a slightly dramatic and intimate atmosphere. dont include `  in the reply",1
"Generate a 16:9 image:  a studio shot , A highly detailed, scene of apprehension or detainment. A voluptuous    Indian  woman with glistening skin in her late 40s or early 50s revealing enormously  huge cleavage., female police officer, She is wearing a light blue, short-sleeved, cropped police shirt with a zippered front that accentuates her cleavage. The shirt has SI.chudamma embroidered or printed on the chest area, possibly on a small patch or directly on the fabric. She is wearing high-waisted, form-fitting black patent leather shorts with a visible black belt and a silver buckle. Attached to the belt are accessories, including a black holster on her right hip. Her posture is dominant and authoritative, with her left hand firmly gripping the wrist of the person she is detaining. Her head is slightly tilted, and a subtle, knowing expression is visible on her face, suggesting control and a hint of amusement or sternness. She is wearing dark, knee-high boots with buckles and a police cap.

The detained individual, a voluptuous Indian woman in her late 20s or early 30s revealing    huge cleavage and wet glistening skin, She is bent over the hood of the jeep, her upper torso pressed against it, with her hands cuffed behind her back. Her head is turned towards the viewer, and her mouth is slightly agape, conveying a sense of discomfort, struggle, or perhaps a gasp. Her body posture is one of vulnerability and submission, with her bare feet visible on the pavement. She is wearing a futuristic, rave-inspired outfit. The look centers on a white sheer mesh long-sleeve top that reveals a bright blue plastic bikini top with a geometric shape and silver studs. The bikini top has a harness-style design with thin white straps. On her lower half, she wears white high-waisted shorts over white fishnet tights with a unique diamond pattern. The shorts are cinched with a white belt and silver chain accents. She accessorizes with blue gloves that have cutouts and are studded with silver rivets, as well as a white choker with a spike or stud detail. Her hair is a vibrant blue, and she wears a headband with glowing horns. The overall look is a blend of cyber-punk and rave fashion, with a heavy emphasis on geometric shapes, metallic hardware, and sheer materials..

The setting is an outdoor, sunny environment with a clear blue sky. Palm trees are visible in the background on the left, and a long road with utility poles or lights stretches into the distance on the right. Another, more modern police vehicle, possibly an SUV, is parked further down the road behind the officer. The composition should emphasize the power dynamic between the two figures and the tension of the situation. dont include `  in the reply",1
"Generate a 16:9 image:  still from a bollywood movie, indoor shot featuring an wet with sweat Indian voluptuous woman with huge cleavage in her late 40s or early 50s, with a red sindoor piggytailed hair,wearing a transparent wet transparent Latex  White colored bra and underwear revealing huge cleavage, with a  thrilled expression with her mouth wide open. Behind her, an Indian man in his late teens or early twenties, shirtless and wearing checkered shorts, has an smile which shows affection, they are about to get intimate  . THey are surrounded by bare chested Black men. The lighting should create a slightly dramatic and intimate atmosphere. the backgorund also features Block letter Balloon with text ""JanmdinMubarakMaa"" .The lighting should create a slightly dramatic and intimate atmosphere. dont include `  in the reply",1
"Generate a 16:9 image:  still from a Erotica, A highly detailed, scene of apprehension or detainment. A voluptuous    Indian  woman with glistening skin in her late 40s or early 50s revealing    huge cleavage., female police officer, She is wearing a light blue, short-sleeved, cropped police shirt with a zippered front that accentuates her cleavage. The shirt has SI.chudasi embroidered or printed on the chest area, possibly on a small patch or directly on the fabric. She is wearing high-waisted, form-fitting black patent leather shorts with a visible black belt and a silver buckle. Attached to the belt are accessories, including a black holster on her right hip. Her posture is dominant and authoritative, with her left hand firmly gripping the wrist of the person she is detaining. Her head is slightly tilted, and a subtle, knowing expression is visible on her face, suggesting control and a hint of amusement or sternness. She is wearing dark, knee-high boots with buckles and a police cap.

The detained individual, a voluptuous Indian woman in her late 20s or early 30s revealing enormously  huge cleavage and wet glistening skin, She is bent over the hood of the jeep, her upper torso pressed against it, with her hands cuffed behind her back. Her head is turned towards the viewer, and her mouth is slightly agape, conveying a sense of discomfort, struggle, or perhaps a gasp. Her body posture is one of vulnerability and submission, with her bare feet visible on the pavement. She is wearing a revealing, intricate white lingerie set that resembles bridal wear. The ensemble features delicate lace trim on the edges of the high-cut briefs and the multi-strap bra. The bra consists of several thin, crisscrossing straps that intricately wrap around her torso, highlighting her cleavage and underbust, with soft, sheer white fabric cups providing minimal coverage. The briefs are high-cut and also feature multiple thin straps on the hips, connecting to the lace-trimmed bottom. A sheer white bridal veil is elegantly draped over her head and shoulders, adding a touch of bridal fantasy..

The setting is an outdoor, sunny environment with a clear blue sky. Palm trees are visible in the background on the left, and a long road with utility poles or lights stretches into the distance on the right. Another, more modern police vehicle, possibly an SUV, is parked further down the road behind the officer. The composition should emphasize the power dynamic between the two figures and the tension of the situation. dont include `  in the reply",1
"Generate a 16:9 image:  still from a bollywood movie, indoor shot featuring an wet with sweat Indian voluptuous woman with huge cleavage in her late 40s or early 50s, with a crown fit two high ponytails with spiky buns,wearing a transparent wet  Latex  Red colored bra and underwear revealing huge cleavage, with a overjoyed expression mouth open in a state of ecstasy. Behind her, an Indian man in his late teens or early twenties, shirtless and wearing checkered shorts, has an smile which shows affection, they are about to get intimate . THey are surrounded by bare chested Black men. The lighting should create a slightly dramatic and intimate atmosphere. the backgorund also features Block letter Balloon with text ""JanmdinMubarakMaa"" .The lighting should create a slightly dramatic and intimate atmosphere. dont include `  in the reply",1
"Generate a 16:9 image:  still from a 90s bollwood film , A highly detailed, scene of apprehension or detainment. A voluptuous    Indian  woman with glistening skin in her late 30s or early 40s revealing    huge cleavage., female police officer, She is wearing a light brown, short-sleeved, cropped police shirt with a zippered front that accentuates her cleavage. The shirt has burchuchi embroidered or printed on the chest area, possibly on a small patch or directly on the fabric. She is wearing high-waisted, form-fitting black patent leather shorts with a visible black belt and a silver buckle. Attached to the belt are accessories, including a black holster on her right hip. Her posture is dominant and authoritative, with her left hand firmly gripping the wrist of the person she is detaining. Her head is slightly tilted, and a subtle, knowing expression is visible on her face, suggesting control and a hint of amusement or sternness. She is wearing dark, knee-high boots with buckles and a police cap.

The detained individual, a voluptuous Indian woman in her late 20s or early 30s revealing   huge cleavage and wet glistening skin, She is bent over the hood of the jeep, her upper torso pressed against it, with her hands cuffed behind her back. Her head is turned towards the viewer, and her mouth is slightly agape, conveying a sense of discomfort, struggle, or perhaps a gasp. Her body posture is one of vulnerability and submission, with her bare feet visible on the pavement. she is wearing a revealing, intricate black lace teddy or bodysuit. The garment features a deep, plunging V-neckline that extends to the navel, showcasing significant cleavage. The lace pattern is delicate and floral, with visible mesh or sheer sections creating a seductive transparency. The waistline is cinched with a thin, decorative band or chain of small, light-colored beads or pearls, adding a touch of elegance. The sides of the bodysuit are cut high on the hips, emphasizing the leg line, and appear to have an open or very thin strap design. The back of the garment, though not fully visible, should suggest minimal coverage. The woman also wears high-heeled, open-toed shoes with multiple sparkling straps around the ankle and foot, complementing the beaded detail on the bodysuit. The overall style is sophisticated, alluring, and emphasizes the figure..

The setting is an outdoor, sunny environment with a clear blue sky. Palm trees are visible in the background on the left, and a long road with utility poles or lights stretches into the distance on the right. Another, more modern police vehicle, possibly an SUV, is parked further down the road behind the officer. The composition should emphasize the power dynamic between the two figures and the tension of the situation. dont include `  in the reply",1
", A highly detailed, scene of apprehension or detainment. A voluptuous  sweaty wet    Bangladeshi  woman with glistening skin in her late 40s or early 50s revealing   huge cleavage., female police officer, She is wearing a light brown, short-sleeved, cropped police shirt with a zippered front that accentuates her cleavage. The shirt has SI.chudamma embroidered or printed on the chest area, possibly on a small patch or directly on the fabric. She is wearing high-waisted, form-fitting black patent leather shorts with a visible black belt and a silver buckle. Attached to the belt are accessories, including a black holster on her right hip. Her posture is dominant and authoritative, with her left hand firmly gripping the wrist of the person she is detaining. Her head is slightly tilted, and a subtle, knowing expression is visible on her face, suggesting control and a hint of amusement or sternness. She is wearing dark, knee-high boots with buckles and a police cap.

The detained individual, a voluptuous Indian woman in her late 20s or early 30s revealing    huge cleavage and wet glistening skin, She is bent over the hood of the jeep, her upper torso pressed against it, with her hands cuffed behind her back. Her head is turned towards the viewer, and her mouth is slightly agape, conveying a sense of discomfort, struggle, or perhaps a gasp. Her body posture is one of vulnerability and submission, with her bare feet visible on the pavement. She is wearing a two-piece bikini with a vibrant, retro-inspired pattern in shades of red, orange, yellow, and white. The bikini top is a classic triangle-style halter with thin straps that tie around the neck and back. The bikini bottom has thin side straps and a matching intricate pattern. She is holding a delicate gold chain with her right hand, which wraps around her waist. She has a red hibiscus flower tucked behind her right ear..

The setting is an outdoor, sunny environment with a clear blue sky. Palm trees are visible in the background on the left, and a long road with utility poles or lights stretches into the distance on the right. Another, more modern police vehicle, possibly an SUV, is parked further down the road behind the officer. The composition should emphasize the power dynamic between the two figures and the tension of the situation. dont include `  in the reply",1
", A captivating shot of a voluptuous indian woman, she is in in her late 40s or early 50s, Horns adorned piggytailed hair she is lying down, her body glistening with  sweat and mud revealing a very huge cleavage is in A realistic Ancient Mythological battleground with a mythological battle in the background. she is dressed in a traditional Japanese-inspired outfit with a modern, revealing twist. She wears a flowing, layered kimono-style robe, primarily white with striking red accents and black trim. The robe features wide, oversized sleeves that drape elegantly, revealing toned arms. The main body of the robe is cinched at the waist with a dark, possibly black or deep red, obi-style belt, highlighting her athletic build.

The intricate details include subtle patterns on the white fabric, possibly a faint geometric design or a stylized emblem, particularly visible on the lower half of the robe. Red circular or crescent moon-shaped motifs are prominently displayed on the front panels of the robe, one on each side, adding a spiritual or symbolic element. The inner lining of the sleeves and possibly the collar appears to be a contrasting red.

Her lower body is adorned with what appears to be a split skirt or hakama-like garment, allowing for maximum mobility, revealing strong, muscular thighs. This lower garment also maintains the white, red, and black color scheme. She wears dark, form-fitting leg wraps or tabi-style socks that extend up her calves, paired with traditional Japanese sandals (zori or geta style) with dark straps. . 

Her    body is war torn and she has an exhausted expression. her weapons are dropped on the ground. The lighting should create a slightly ritualistic and intimate atmosphere. The focus should be the position and posture and alignment of the woman. The lighting should create a slightly ritualistic and intimate atmosphere.  dont include `  in the reply",1
"Generate a 16:9 image:  still from a bollywood TV Serial , A highly detailed, scene of apprehension or detainment. A voluptuous sweaty   south Asian woman with glistening skin in her late 30s or early 40s revealing enormously  huge cleavage., female police officer, She is wearing a light brown, short-sleeved, cropped police shirt with a zippered front that accentuates her cleavage. The shirt has lundaroga embroidered or printed on the chest area, possibly on a small patch or directly on the fabric. She is wearing high-waisted, form-fitting black patent leather shorts with a visible black belt and a silver buckle. Attached to the belt are accessories, including a black holster on her right hip. Her posture is dominant and authoritative, with her left hand firmly gripping the wrist of the person she is detaining. Her head is slightly tilted, and a subtle, knowing expression is visible on her face, suggesting control and a hint of amusement or sternness. She is wearing dark, knee-high boots with buckles and a police cap.

The detained individual, a voluptuous Indian woman in her late 20s or early 30s revealing   huge cleavage and wet glistening skin, She is bent over the hood of the jeep, her upper torso pressed against it, with her hands cuffed behind her back. Her head is turned towards the viewer, and her mouth is slightly agape, conveying a sense of discomfort, struggle, or perhaps a gasp. Her body posture is one of vulnerability and submission, with her bare feet visible on the pavement. She is wearing a bright red, cropped t-shirt with short sleeves that is intentionally rolled up to reveal the bottom of her bust. She also wears a pair of maroon, high-cut string bikini bottoms with thin side straps. An intricate thin gold chain is draped around her waist and hips, creating a layered effect..

The setting is an outdoor, sunny environment with a clear blue sky. Palm trees are visible in the background on the left, and a long road with utility poles or lights stretches into the distance on the right. Another, more modern police vehicle, possibly an SUV, is parked further down the road behind the officer. The composition should emphasize the power dynamic between the two figures and the tension of the situation. dont include `  in the reply",1
"Generate a 16:9 image:  still from a Erotica, A captivating shot of a voluptuous indian woman, she is in in her late 20s or early 30s, hair styled into two distinct, high pigtails, each braided intricately with loose strands around her face she is lies on her back, her body glistening with  sweat and mud revealing a very huge cleavage is in A realistic Ancient Mythological battleground with a mythological battle in the background. she is wearing A striking, highly detailed rendering of Mai Shiranui's classic outfit. The central piece is a vibrant, fire-engine red, sleeveless mini-dress or kimono-style tunic with a deep, plunging V-neckline that extends almost to the navel. The neckline and armholes are trimmed with a crisp white border, providing a sharp contrast.

The dress features extremely high, scalloped or curved slits on both sides, extending up past the hip to fully expose the upper thighs and hips. These slits are also edged with the same white trim, enhancing the fluidity and boldness of the design.

Around the waist, a wide, dark indigo or black obi (sash) is cinched tightly, creating an hourglass silhouette. This obi is smooth and without elaborate patterns, serving as a grounding element for the vibrant red.

A prominent feature is the large, white, flowing piece of fabric, reminiscent of a long, wide sash or an elongated tassel, draped over the back and extending downwards, ending in a large, spherical, red pompom or weighted ball. This element has a dynamic, almost cloud-like quality, suggesting movement.

On her forearms, she wears dark, fitted armbands or fingerless gloves that extend up to just below the elbow. Her lower legs are adorned with dark ankle wraps or soft, sock-like coverings, possibly in the same indigo/black as the obi, with thin red ties or straps securing them. Her footwear consists of simple, open-toed sandals or thongs, also in red, with minimal strapping.. 

Her    body is war torn and she has an exhausted expression. her weapons are dropped on the ground. The lighting should create a slightly ritualistic and intimate atmosphere. The focus should be the position and posture and alignment of the woman. The lighting should create a slightly ritualistic and intimate atmosphere.  dont include `  in the reply",1
", A captivating shot of a voluptuous indian woman, she is in in her late 30s or early 40s, wet straight dark hair she is lies on her back, her body glistening with  sweat and mud revealing a very huge cleavage is in A realistic Ancient Mythological battleground with a mythological battle in the background. She is wearing a revealing, two-piece costume. The top is a red, patent leather-like material, shaped like a cross with a cutout over the chest and a halter neckline. The bottom is a high-cut, white thong with red trim. She is also wearing white, long-sleeved gloves and white thigh-high stockings with red ribbons tied in bows. . Her  Costume is torn and also her   body is war torn and she has an exhausted expression. her weapons are dropped on the ground. The lighting should create a slightly ritualistic and intimate atmosphere. The focus should be the position and posture and alignment of the woman. The lighting should create a slightly ritualistic and intimate atmosphere.  dont include `  in the reply",1
"Generate a 16:9 image: A realistic indoor, indoor shot featuring an wet with sweat Indian voluptuous woman with huge cleavage in her late 40s or early 50s, with short piggytailed hair,wearing a transparent    white  colored bra and underwear revealing huge cleavage, with a overjoyed expression mouth open in a state of ecstasy. Behind her, an Indian man in his late teens or early twenties, shirtless and wearing checkered shorts, has an smile which shows affection, they are about to get intimate  . THey are surrounded by bare chested Black men. The lighting should create a slightly dramatic and intimate atmosphere. the backgorund also features Block letter Balloon with text ""janmdin mubarak maa"".The lighting should create a slightly dramatic and intimate atmosphere. dont include `  in the reply",1
"Generate a 16:9 image:  still from a 90s bollwood film , A captivating shot of a voluptuous indian woman, she is in in her late 40s or early 50s, ponytailed hair with loose strands around her face she is crouching, her body glistening with  sweat and mud revealing a very huge cleavage is in A realistic Ancient Mythological battleground with a mythological battle in the background. The descriptionof the dress is as follows:The Dress/Outfit: The most prominent feature is a highly detailed, two-piece ensemble.

    Top: A white, off-the-shoulder, short-sleeved blouse with puffed shoulders and a ruffled or gathered trim around the neckline. This blouse is cropped, revealing the midriff and décolletage.

    Bottom/Bodysuit: A glossy black, form-fitting, high-cut bodysuit or leotard made of a material that resembles patent leather or latex, with a wet look finish. This piece features intricate strap detailing across the chest and stomach, possibly with silver or metallic hardware like buckles, O-rings, or studs. There are suspender-like straps extending upwards from the bodysuit, attaching to the white top or appearing as part of a harness design over the shoulders. The high-cut leg openings dramatically emphasize the hips and upper thighs.

    Accessories:

        Gloves: Long, sleek black gloves or gauntlets extending past the elbows, made of a similar glossy material as the bodysuit, possibly with silver accents.

        Thigh-High Boots/Stockings: Glossy black, thigh-high boots or separate leg coverings that reach well above the knee, also with a patent leather or latex look. These appear to have a structured, fitted design, possibly with straps or bands around the upper thigh.

        Fishnet Stockings: Visible under the thigh-high boots, a layer of black fishnet or patterned stockings, adding textural contrast.

        Headwear: A black, military-style cap or peaked cap, possibly with a subtle metallic emblem or detail on the front.

        Weapon/Prop: She holds a sleek, futuristic-looking staff, spear, or rifle, predominantly black with metallic accents and glowing elements (e.g., a blue or purple light emanating from parts of the prop)., the description of dress ends here.. Her  Costume is torn and also her   body is war torn and she has an exhausted expression. her weapons are dropped on the ground. The lighting should create a slightly ritualistic and intimate atmosphere. The focus should be the position and posture and alignment of the woman. The lighting should create a slightly ritualistic and intimate atmosphere.  dont include `  in the reply",1
"Generate a 16:9 image:  still from a bollywood movie, A captivating shot of a voluptuous indian woman, she is in in her late 50s or early 60s, two high ponytails with spiky buns with loose strands around her face she is on her four, her body glistening with  sweat and mud revealing a very huge cleavage is in A realistic Ancient Mythological battleground with a mythological battle in the background. she is wearing a two-piece bikini or lingerie set adorned with extensive silver embellishments. The top is a halter-neck style bra with triangle cups completely covered in cascading silver rhinestones, beads, or fringe, creating a dazzling, shimmering effect. The bottom is a black, high-cut thong or cheeky brief with multiple intricate straps across the hips, forming a crisscross or geometric pattern, also embellished with silver rhinestones or similar reflective elements. ; she is wearing a sheer, black one-piece bodysuit or monokini with white and silver accents. The bodysuit features a deep V-neckline with a prominent white border, and a corset-style lace-up detail down the front with white lacing. The arms are long-sleeved and sheer, possibly with subtle texture. Her breasts are covered by small, black, floral or star-shaped pasties. The bottom portion is an ultra-high-cut thong. She is also wearing large-holed black fishnet stockings or tights that extend up her legs, and a delicate silver heart-shaped pendant necklace.. Her  Costume is torn and also her   body is war torn and she has an exhausted expression. her weapons are dropped on the ground. The lighting should create a slightly ritualistic and intimate atmosphere. The focus should be the position and posture and alignment of the woman. The lighting should create a slightly ritualistic and intimate atmosphere.  dont include `  in the reply",1
"Generate a 16:9 image:  still from a 90s bollwood film , A captivating shot of a voluptuous indian woman, she is in in her late 50s or early 60s, high ponytail with loose strands around her face she is lies on her back, her body glistening with  sweat and mud revealing a very huge cleavage is in A realistic Ancient Mythological battleground with a mythological battle in the background. She is wearing an exquisitely detailed light blue or pale mint green lingerie set. The set consists of a push-up bra and matching bikini-style briefs, overlaid with a sheer, flowing babydoll or chemise.

Focus on the intricacies of the dress/lingerie:

    Bra: The bra features delicate lace overlays, possibly a floral or leaf pattern, especially on the cups. There are subtle ruched or gathered details on the outer edges of the cups, and a central tie-front detail with thin, silken ties, possibly ending in small decorative elements like beads or tassels. The straps are thin and adjustable.

    Briefs: The matching briefs have lace detailing along the waistline and leg openings, echoing the pattern on the bra. They are designed to sit just below the navel, highlighting the figure.

    Babydoll/Chemise: The sheer overlay piece is made of a soft, lightweight fabric like chiffon or delicate mesh. It drapes gracefully over her body, opening at the front to reveal the lingerie underneath. The edges of the chemise are subtly finished, perhaps with a narrow rolled hem or a delicate lace trim that is almost invisible. The cut is flowing and loose-fitting, enhancing the softness of the image. The color is a consistent light blue/mint throughout the entire set, possibly with a slight sheen from the fabric.. 

Her    body is war torn and she has an exhausted expression. her weapons are dropped on the ground. The lighting should create a slightly ritualistic and intimate atmosphere. The focus should be the position and posture and alignment of the woman. The lighting should create a slightly ritualistic and intimate atmosphere.  dont include `  in the reply",1
"Generate a 16:9 image:  still from a Erotica, A captivating shot of a voluptuous indian woman, she is in in her late 40s or early 50s, flower adorned pulled back hair she is on her four, her body glistening with  sweat and mud revealing a  huge cleavage is in A realistic Ancient Mythological battleground with a mythological battle in the background. she is a female warrior, embodying a classic barbarian or fantasy heroine, stands in a lush, wild jungle or forest setting. She has vibrant, flowing red hair. Her iconic armored bikini top is crafted from individually sculpted metallic scales, possibly silver or dark steel, meticulously arranged to form a protective yet revealing bustier. The scales should have subtle textures and varying sizes to convey a realistic, hand-forged appearance, perhaps with slight overlap.

Her lower garment is a form-fitting, weathered leather or dark fabric bottom, likely a high-cut brief or loincloth, with an attached metallic scale panel or flap over the front, mirroring the design of her top. This scale piece should also exhibit individual scales and possibly a slightly distressed or battle-worn finish.

She wears a thick, rugged leather belt, possibly with a prominent buckle or ornate clasp, from which hang various pouches or small functional accessories. One side of her hip features a fur or leather tassel or sporran, adding to the primal aesthetic. On her forearms, she has sturdy leather bracers or gauntlets, detailed with stitching, buckles, or embossed patterns. Her neck is adorned with a simple yet elegant metal choker or necklace, and her upper arms might feature delicate armbands or bangles. The overall impression should be of a powerful, agile, and scantily armored warrior, ready for battle in a fantastical, untamed environment.. 

Her  Costume is torn and also her   body is war torn and she has an exhausted expression. her weapons are dropped on the ground. The lighting should create a slightly ritualistic and intimate atmosphere. The focus should be the position and posture and alignment of the woman. The lighting should create a slightly ritualistic and intimate atmosphere.  dont include `  in the reply",1
